edad,genero,institucion,area_residencia,año_escolar,idiomas,edu_padres,ingreso_familiar,interes_cientifico_texto,actividades_gustan_texto,asignaturas_texto,carrera_texto,influencia_carrera_texto,likert_apoyo_maestros,opinion_amigos,likert_apoyo_familia,obstaculos_texto,sectores_interes_texto,likert_optimismo,likert_estabilidad_eco,impacto_esperado,likert_percep_tecnologia,area_tecnol_importante,likert_prob_steam,nivel_informacion_steam,genero_num,institucion_num,area_residencia_num,año_escolar_num,idiomas_num,edu_padres_num,ingreso_familiar_num,opinion_amigos_num,obstaculos_texto_num,sectores_interes_texto_num,impacto_esperado_num,area_tecnol_importante_num,nivel_informacion_steam_num,R_q9_herramientas,R_q9_bricolaje,R_q9_mecanica,I_q9_seres_vivos,I_q9_ingenieria,I_q9_fenómenos,I_q9_ajedrez,I_q9_ciencia_ficcion,I_q9_misterios,I_q9_novelas_detectives,A_q9_productos_artisticos,A_q9_arte_belleza_visual,A_q9_actividades_artisticas,I_q10_analisis_datos,I_q10_descubrimientos_cient,I_q10_explorar_tecnologia,R_q10_problemas_software,R_q10_diseño_construccion,I_q10_problemas_creativos,A_q10_artes_visuales,A_q10_retroalim_arte,I_q10_estadistica,I_q10_problemas_matematicos,I_q11_matematicas,I_q11_biologia,I_q11_fisica,I_q11_quimica,R_q11_tecnologia,A_q11_arte,I_q12_investigador_cientifico,R_q12_desarrollador_software,R_q12_ingeniero_civil,A_q12_artista_digital,I_q12_matematico,q12_otros,q13_familia,q13_maestros,q13_amigos,q13_redes_sociales,q13_nadie_particular,q13_no_especifica,q23_salud,q23_energia,q23_educacion,q23_transporte,q23_medio_ambiente,likert_apoyo_maestros_binario,opinion_amigos_binario,likert_apoyo_familia_binario,likert_optimismo_binario,likert_estabilidad_eco_binario,likert_percep_tecnologia_binario,likert_prob_steam_binario,nivel_informacion_steam_binario
14,Femenino,VICENTE ANDA AGUIRRE,Rural,Primero de bachillerato,Español,Universidad,$1001 - $2000,"Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas., Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos.","Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas matemáticos y encontrar soluciones eficientes",Matemáticas,Ingeniero/a civil,Familia,2,Positivo,5,Dificultad en las materias,Tecnología,4,4,No estoy seguro(a),3,Educación,4,Neutro,0,0,0,1,1,4,3,4,3,2,5,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0
14,Femenino,VICENTE ANDA AGUIRRE,Rural,Primero de bachillerato,Español,Universidad,$1001 - $2000,"Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas.","Resolver problemas complejos de manera creativa., Resolver problemas matemáticos y encontrar soluciones eficientes",Matemáticas,Ingeniero/a civil,Familia,2,Neutro,5,Dificultad en las materias,Salud,3,4,No estoy seguro(a),3,Educación,4,Neutro,0,0,0,1,1,4,3,3,3,1,5,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
18,Femenino,VICENTE ANDA AGUIRRE,Rural,Segundo de bachillerato,Español,Universidad,$501 - $1000,"Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos.",Explorar nuevas tecnologías y sus impactos en la sociedad.,Arte,Ingeniero/a civil,Familia,2,Neutro,2,Falta de recursos educativos,Medio ambiente,3,4,No estoy seguro(a),4,Educación,3,Neutro,0,0,0,2,1,4,2,3,1,3,5,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
17,Masculino,VICENTE ANDA AGUIRRE,Urbana,Tercero de bachillerato,Español,Universidad,$501 - $1000,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas (por ejemplo, reparaciones en casa, proyectos de bricolaje)., Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales., Me interesa investigar fenómenos físicos, biológicos y/o culturales para entender sus causas y efectos., Encuentros fascinantes los misterios sin resolver y me gusta buscar soluciones lógicas y científicas para resolverlos., Me gusta leer novelas de detectives y explorar el razonamiento detrás de los casos y las soluciones propuestas., Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos.","Analizar datos para encontrar patrones y conclusiones., Explorar nuevas tecnologías y sus impactos en la sociedad., Resolver problemas complejos de manera creativa., Analizar datos y realizar interpretaciones estadísticas","Matemáticas,  Tecnología","Desarrollador/a de software, Matemático/a o estadístico/a","Familia,  Maestros,  Amigos",4,Neutro,3,Otros,Tecnología,4,4,Mejorar la calidad de vida de las personas,4,Salud,4,Neutro,1,0,1,3,1,4,2,3,4,2,1,1,3,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0
17,Femenino,VICENTE ANDA AGUIRRE,Urbana,Tercero de bachillerato,Español,Universidad,$501 - $1000,"Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos.","Crear obras artísticas como pinturas, dibujos o esculturas.",Matemáticas,Desarrollador/a de software,Familia,3,Neutro,3,Otros,Educación (T/S/A),2,3,Desarrollar nuevas ideas artísticas,2,Educación,3,Neutro,0,0,1,3,1,4,2,3,4,5,4,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,Femenino,VICENTE ANDA AGUIRRE,Urbana,Tercero de bachillerato,Español,Universidad,$2000 - $3000,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto explorando temas relacionados con ciencia ficción y avances científicos futuristas., Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos.","Aprender sobre nuevos descubrimientos científicos., Crear obras artísticas como pinturas, dibujos o esculturas.","Matemáticas,  Química","Artista digital, Desarrollador/a de software",Familia,1,Positivo,5,Dificultad en las materias,Tecnología,5,5,Innovar y crear nuevas tecnologías,4,Salud,3,Neutro,0,0,1,3,1,4,4,4,3,2,2,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0
16,Femenino,VICENTE ANDA AGUIRRE,Urbana,Tercero de bachillerato,Español,Universidad,Menos de $500,"Disfruto explorando temas relacionados con arte y belleza visual en diferentes formas de expresión (dibujo, pintura, escultura).",Compartir y recibir retroalimentación sobre tu arte.,Biología,Otros,Nadie en particular,3,Positivo,4,Dificultad en las materias,Arte,2,3,Desarrollar nuevas ideas artísticas,5,Educación,1,Neutro,0,0,1,3,1,4,1,4,3,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
15,Masculino,VICENTE ANDA AGUIRRE,Urbana,Primero de bachillerato,Español,Universidad,Más de $3000,"Me interesa trabajar con herramientas, máquinas y equipos., Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales.","Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos en la sociedad., Resolver problemas usando herramientas y software tecnológico.","Matemáticas,  Física",Ingeniero/a civil,Familia,4,Positivo,5,Falta de recursos educativos,Tecnología,5,5,Mejorar la calidad de vida de las personas,5,Energía,5,Neutro,1,0,1,1,1,4,5,4,1,2,1,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0
16,Masculino,VICENTE ANDA AGUIRRE,Urbana,Segundo de bachillerato,Español,Universidad,$1001 - $2000,"Disfruto arreglando o construyendo cosas físicas (por ejemplo, reparaciones en casa, proyectos de bricolaje)., Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas., Me interesa investigar fenómenos físicos, biológicos y/o culturales para entender sus causas y efectos., Me gusta jugar ajedrez","Analizar datos para encontrar patrones y conclusiones., Aprender sobre nuevos descubrimientos científicos., Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas complejos de manera creativa.","Matemáticas,  Biología,  Química",Investigador/a científico/a,Nadie en particular,2,Neutro,4,Falta de recursos educativos,Salud,4,4,Mejorar la calidad de vida de las personas,3,Educación,5,Neutro,1,0,1,2,1,4,3,3,1,1,1,3,3,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0
17,Femenino,VICENTE ANDA AGUIRRE,Urbana,Tercero de bachillerato,Español,Universidad,$501 - $1000,Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales.,"Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.","Matemáticas,  Física",Ingeniero/a civil,Nadie en particular,5,Neutro,4,Falta de recursos educativos,Tecnología,5,4,Mejorar la calidad de vida de las personas,3,Educación,5,Neutro,0,0,1,3,1,4,2,3,1,2,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0
14,Femenino,VICENTE ANDA AGUIRRE,Urbana,Primero de bachillerato,Español,Universidad,$501 - $1000,"Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas., Me gusta jugar ajedrez, Disfruto explorando temas relacionados con arte y belleza visual en diferentes formas de expresión (dibujo, pintura, escultura).",Resolver problemas matemáticos y encontrar soluciones eficientes,"Matemáticas,  Física","Matemático/a o estadístico/a, Otros","Familia,  Nadie en particular",4,Positivo,5,Dificultad en las materias,Salud,3,3,Mejorar la calidad de vida de las personas,4,Energía,3,Neutro,0,0,1,1,1,4,2,4,3,1,1,2,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0
16,Masculino,VICENTE ANDA AGUIRRE,Urbana,Tercero de bachillerato,Español e inglés,Universidad,$1001 - $2000,"Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales., Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.","Analizar datos para encontrar patrones y conclusiones., Aprender sobre nuevos descubrimientos científicos., Resolver problemas usando herramientas y software tecnológico., Resolver problemas complejos de manera creativa.",Química,Otros,Nadie en particular,3,Neutro,5,Dificultad en las materias,Tecnología,3,3,Innovar y crear nuevas tecnologías,4,Educación,4,Neutro,1,0,1,3,1,4,3,3,3,2,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
16,Femenino,VICENTE ANDA AGUIRRE,Urbana,Segundo de bachillerato,Español,Universidad,Menos de $500,"Encuentros fascinantes los misterios sin resolver y me gusta buscar soluciones lógicas y científicas para resolverlos., Me gusta leer novelas de detectives y explorar el razonamiento detrás de los casos y las soluciones propuestas., Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.","Analizar datos para encontrar patrones y conclusiones., Crear obras artísticas como pinturas, dibujos o esculturas.","Física,  Arte",Otros,Nadie en particular,3,Neutro,3,Otros,Medio ambiente,1,2,No estoy seguro(a),2,Medio ambiente,1,Neutro,0,0,1,2,1,4,1,3,4,3,5,5,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16,Masculino,VICENTE ANDA AGUIRRE,Urbana,Tercero de bachillerato,Español,Universidad,$501 - $1000,"Me siento atraído/a por temas relacionados con mecánica y automóviles., Me gusta jugar ajedrez, Disfruto explorando temas relacionados con arte y belleza visual en diferentes formas de expresión (dibujo, pintura, escultura).",Resolver problemas usando herramientas y software tecnológico.,"Matemáticas,  Física,  Tecnología","Desarrollador/a de software, Investigador/a científico/a",Nadie en particular,1,Neutro,4,Dificultad en las materias,Tecnología,4,4,No estoy seguro(a),3,Energía,3,Neutro,1,0,1,3,1,4,2,3,3,2,5,2,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0
17,Femenino,VICENTE ANDA AGUIRRE,Urbana,Tercero de bachillerato,Español,Universidad,$501 - $1000,Me siento atraído/a por temas relacionados con mecánica y automóviles.,Explorar nuevas tecnologías y sus impactos en la sociedad.,Biología,Otros,Nadie en particular,2,Neutro,5,Otros,Educación (T/S/A),5,5,Mejorar la calidad de vida de las personas,3,Medio ambiente,4,Neutro,0,0,1,3,1,4,2,3,4,5,1,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0
17,Femenino,VICENTE ANDA AGUIRRE,Urbana,Tercero de bachillerato,Español,Universidad,$501 - $1000,"Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas., Disfruto explorando temas relacionados con ciencia ficción y avances científicos futuristas., Me gusta leer novelas de detectives y explorar el razonamiento detrás de los casos y las soluciones propuestas., Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos., Disfruto explorando temas relacionados con arte y belleza visual en diferentes formas de expresión (dibujo, pintura, escultura)., Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.","Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.",Arte,"Artista digital, Otros",Nadie en particular,4,Positivo,5,Dificultad en las materias,Arte,3,5,Desarrollar nuevas ideas artísticas,3,Salud,4,Neutro,0,0,1,3,1,4,2,4,3,4,4,1,3,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0
15,Femenino,LICENCIADO RAFAEL FIALLOS,Rural,Primero de bachillerato,Español,Postgrado,$501 - $1000,"Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas.",Resolver problemas usando herramientas y software tecnológico.,Arte,Desarrollador/a de software,Familia,3,Positivo,1,Dificultad en las materias,Salud,3,4,Mejorar la calidad de vida de las personas,3,Salud,3,Neutro,0,1,0,1,1,5,2,4,3,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
15,Masculino,LICENCIADO RAFAEL FIALLOS,Rural,Primero de bachillerato,Español,Bachillerato,$501 - $1000,Me siento atraído/a por temas relacionados con mecánica y automóviles,Aprender sobre nuevos descubrimientos científicos.,Química,Investigador/a científico/a,Familia,2,Neutro,3,Falta de recursos educativos,Tecnología,4,3,Mejorar la calidad de vida de las personas,5,Educación,3,Neutro,1,1,0,1,1,3,2,3,1,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
14,Femenino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Secundaria,Menos de $500,"Me interesa trabajar con herramientas, máquinas y equipos.,Me siento atraído/a por temas relacionados con mecánica y automóviles.,Disfruto explorando temas relacionados con ciencia ficción y avances científicos futuristas.,Encuentro fascinantes los misterios sin resolver y me gusta buscar soluciones lógicas y científicas para resolverlos.,Me gusta leer novelas de detectives y explorar el razonamiento detrás de los casos y las soluciones propuestas.,Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.","Aprender sobre nuevos descubrimientos científicos.,Explorar nuevas tecnologías y sus impactos en la sociedad.,Resolver problemas usando herramientas y software tecnológico.,Diseñar y construir estructuras o dispositivos prácticos., Analizar datos y realizar interpretaciones estadísticas, Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Biología, Física, Química, Tecnología, Arte","Artista digital, Desarrollador/a de software, Ingeniero/a civil, Investigador/a científico/a, Matemático/a o estadístico/a",Familia,1,Neutro,5,Dificultad en las materias,Tecnología,5,5,Innovar y crear nuevas tecnologías,3,Salud,5,Neutro,0,1,1,1,1,2,1,3,3,2,2,1,3,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
15,Femenino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Bachillerato,Menos de $500,"Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas.",Resolver problemas complejos de manera creativa.,Biología,Ingeniero/a civil,Familia,3,Neutro,4,Dificultad en las materias,Medio ambiente,4,3,Innovar y crear nuevas tecnologías,3,Educación,4,Neutro,0,1,1,1,1,3,1,3,3,3,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
15,Femenino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Bachillerato,$501 - $1000,Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales.,Resolver problemas matemáticos y encontrar soluciones eficientes,Matemáticas,Otros,Nadie en particular,1,Neutro,5,Otros,Medio ambiente,3,5,Mejorar la calidad de vida de las personas,3,Medio ambiente,3,Neutro,0,1,1,1,1,3,2,3,4,3,1,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
14,Femenino,LICENCIADO RAFAEL FIALLOS,Rural,Primero de bachillerato,Español,Primaria,Menos de $500,"Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos., Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.","Diseñar y construir estructuras o dispositivos prácticos., Crear obras artísticas como pinturas, dibujos o esculturas.,Compartir y recibir retroalimentación sobre tu arte.",Arte,Artista digital,Familia,2,Neutro,1,Falta de recursos educativos,Salud,3,1,Mejorar la calidad de vida de las personas,1,Salud,1,Neutro,0,1,0,1,1,1,1,3,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,Femenino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Universidad,$1001 - $2000,Encuentro fascinantes los misterios sin resolver y me gusta buscar soluciones lógicas y científicas para resolverlos.,Resolver problemas matemáticos y encontrar soluciones eficientes.,Física,Investigador/a científico/a,Familia,3,Positivo,5,Dificultad en las materias,Educación (T/S/A),4,5,No estoy seguro(a),3,Salud,2,Neutro,0,1,1,1,1,4,3,4,3,5,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0
16,Masculino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Bachillerato,$1001 - $2000,"Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas.",Explorar nuevas tecnologías y sus impactos en la sociedad.,Tecnología,Otros,Familia,5,Neutro,5,Falta de recursos educativos,Medio ambiente,3,3,No estoy seguro(a),3,Salud,3,Neutro,1,1,1,1,1,3,3,3,1,3,5,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
14,Femenino,LICENCIADO RAFAEL FIALLOS,Rural,Primero de bachillerato,Español,Universidad,Menos de $500,"Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas.","Crear obras artísticas como pinturas, dibujos o esculturas.",Biología,Desarrollador/a de software,Nadie en particular,3,Positivo,4,Otros,Tecnología,5,4,Innovar y crear nuevas tecnologías,3,Educación,4,Neutro,0,1,0,1,1,4,1,4,4,2,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0
15,Masculino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Bachillerato,Menos de $500,"Me interesa trabajar con herramientas, máquinas y equipos.,Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales.,Me gusta jugar ajedrez.","Aprender sobre nuevos descubrimientos científicos.,Explorar nuevas tecnologías y sus impactos en la sociedad.,Diseñar y construir estructuras o dispositivos prácticos.",Física,Investigador/a científico/a,Nadie en particular,4,Positivo,5,Dificultad en las materias,Medio ambiente,4,5,Mejorar la calidad de vida de las personas,5,Educación,5,Neutro,1,1,1,1,1,3,1,4,3,3,1,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0
15,Masculino,LICENCIADO RAFAEL FIALLOS,Urbana,Primero de bachillerato,Español,Bachillerato,Menos de $500,"Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales.,Me gusta jugar ajedrez.","Explorar nuevas tecnologías y sus impactos en la sociedad.,Diseñar y construir estructuras o dispositivos prácticos.",Biología,Investigador/a científico/a,Familia,4,Positivo,5,Dificultad en las materias,Medio ambiente,1,5,Mejorar la calidad de vida de las personas,5,Salud,5,Neutro,1,1,1,1,1,3,1,4,3,3,1,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0
16,Masculino,LICENCIADO RAFAEL FIALLOS,Urbana,Segundo de bachillerato,Español,Universidad,$501 - $1000,"Disfruto arreglando o construyendo cosas físicas (por ejemplo, reparaciones en casa, proyectos de bricolaje).,Me siento atraído/a por temas relacionados con mecánica y automóviles.,Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales., Me gusta leer novelas de detectives y explorar el razonamiento detrás de los casos y las soluciones propuestas.,Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos.,Disfruto explorando temas relacionados con arte y belleza visual en diferentes formas de expresión (dibujo, pintura, escultura).,Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.","Analizar datos para encontrar patrones y conclusiones.,Diseñar y construir estructuras o dispositivos prácticos.,Resolver problemas complejos de manera creativa.,Crear obras artísticas como pinturas, dibujos o esculturas.,Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas,Física",Ingeniero/a civil,Familia,3,Neutro,5,Falta de recursos educativos,Tecnología,4,5,Innovar y crear nuevas tecnologías,3,Transporte,4,Neutro,1,1,1,2,1,4,2,3,1,2,2,4,3,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0
